CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation,USASpending Obligation
17.281,Workforce Investment Act (WIA) Dislocated Worker National Reserve Technical Assistance and Training,consistency,7000000.00,
17.302,Longshore and Harbor Workers' Compensation,consistency,143551000.00,1152702.00
17.307,Coal Mine Workers' Compensation,consistency,492819052.00,222676401.00
17.310,Energy Employees Occupational Illness Compensation,completeness,986765788.00
17.151,Employee Benefits Security Administration (EBSA),consistency,2004535.00,
15.252,Abandoned Mine Land Reclamation (AMLR) Program,completeness,298072314.00
15.426,Coastal Impact Assistance Program (CIAP),timeliness,100000000.00
15.605,Sport Fish Restoration Program,completeness,404449843.00
15.611,Wildlife Restoration and Basic Hunter Education,completeness,366474545.00
15.626,Enhanced Hunter Education and Safety Program,consistency,8000000.00,3266151.00
15.634,State Wildlife Grants,consistency,61070312.00,-1429276.00
15.805,Assistance to State Water Resources Research Institutes,consistency,6108358.00,11017322.00
15.904,Historic Preservation Fund Grants-In-Aid,consistency,41658000.00,5008588.00
15.027,Assistance to Tribally Controlled Community Colleges and Universities,completeness,56713000.00
15.028,Tribally Controlled Community College Endowments,completeness,107000.00
15.043,Indian Child and Family Education,completeness,6750000.00
15.046,Administrative Cost Grants for Indian Schools,completeness,43373000.00
15.059,Indian Graduate Student Scholarships,consistency,2164000.00,97300.00
15.114,Indian Education_Higher Education Grant Program,consistency,27129000.00,-2500.00
15.141,Indian Housing Assistance,consistency,6886232.00,307023.00
15.146,Ironworker Training Program,completeness,400000.00
15.147,Tribal Courts_Trust Reform Initiative,consistency,14769.00,
15.222,Cooperative Inspection Agreements with States and Tribes,consistency,1085500.00,186875.00
15.224,Cultural Resource Management,timeliness,5323600.00
15.225,Recreation Resource Management,consistency,7325961.00,2909450.00
15.228,National Fire Plan - Wildland Urban Interface Community Fire Assistance,timeliness,1757000.00
15.229,Wild Horse and Burro Resource Management,completeness,4555309.00
15.230,Invasive and Noxious Plant Management,consistency,4647869.00,
15.231,"Fish, Wildlife and Plant Conservation Resource Management",completeness,35690000.00
15.232,Wildland Fire Research and Studies Program,consistency,3724500.00,-274235.00
15.233,Forests and Woodlands Resource Management,consistency,2261016.00,659502.00
15.234,Secure Rural Schools and Community Self-Determination,consistency,8600000.00,716877.00
15.235,Southern Nevada Public Land Management,consistency,45000000.00,-11291052.00
15.236,Environmental Quality and Protection Resource Management,completeness,6519073.00
15.237,Rangeland Resource Management,consistency,922379.00,200389.00
15.238,Challenge Cost Share,completeness,2830705.00
15.239,Management Initiatives,consistency,564000.00,50576.00
15.240,Helium Resource Management,consistency,6864000.00,
15.242,National Fire Plan - Rural Fire Assistance,consistency,0.00,1267965.00
15.250,Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,consistency,65536000.00,
15.253,Not-for-Profit AMD Reclamation,timeliness,780000.00
15.255,Applied Science Program Cooperative Agreements Related to Coal Mining and Reclamation,timeliness,1604250.00
15.407,Keweenaw National Historical Park (NHP) and Keweenaw NHP Advisory Commission Partner Enhancement Grants,consistency,40480.00,
15.421,Alaska Coastal Marine Institute,timeliness,950000.00
15.422,Louisiana State University (LSU) Coastal Marine Institute  (CMI),consistency,0.00,48531.00
15.423,Minerals Management Service (MMS) Environmental Studies Program (ESP),consistency,200000.00,1059200.00
15.424,Marine Minerals Activities,consistency,0.00,97235.00
15.425,Offshore Research Technology Center (OTRC) Texas Engineering Experiment Station (TEES),consistency,400000.00,
15.427,Federal Oil and Gas Royalty Management,completeness,10120000.00
15.506,Water Desalination Research and Development Program,consistency,3975000.00,-45011.00
15.507,WaterSMART (Sustaining and Manage America's Resources for Tomorrow),consistency,47000000.00,13067089.00
15.508,Providing Water to At-Risk Natural Desert Terminal Lakes,consistency,20000000.00,2502156.00
15.509,Colorado River Basin Salinity Control Program,consistency,19357000.00,3492413.00
15.510,Colorado Ute Indian Water Rights Settlement Act,consistency,49908621.00,
15.511,Cultural Resources Management,timeliness,223956.00
15.512,"Central Valley Project Improvement Act, Title XXXIV",completeness,32586536.00
15.513,Dutch John Federal Property and Disposition  Assistance Act,consistency,393920.00,
15.516,Fort Peck Reservation Rural Water System ,consistency,49833406.00,2856000.00
15.517,Fish and Wildlife Coordination Act,completeness,31303047.00
15.518,Garrison Diversion Unit,completeness,105072271.00
15.519,"Indian Tribal Water Resources Development, Management, and Protection",timeliness,1119141.00
15.520,Lewis and Clark Rural Water System ,consistency,82940925.00,
15.521,Lower Rio Grande Valley Water Resources Conservation and Improvement,completeness,4560997.00
15.522,Mni Wiconi Rural Water Supply Project,consistency,32365180.00,15951220.00
15.523,Perkins County Rural Water System,completeness,7053900.00
15.524,Recreation Resources Management,completeness,3658597.00
15.525,Rocky Boy's/North Central Montana Regional Water System,consistency,26893324.00,
15.526,San Gabriel Basin Restoration Project,completeness,3410000.00
15.527,"San Luis Unit, Central Valley Project",consistency,6900000.00,233865.00
15.528,St. Mary Storage Unit Facilities Rehabilitation Project,consistency,2208000.00,
15.529,Upper Colorado and San Juan River Basins Endangered Fish Recovery Programs,completeness,7097944.00
15.530,Water Conservation Field Services Program (WCFSP),consistency,2532102.00,50000.00
15.531,Yakima River Basin Water Enhancement Project (YRBWEP),timeliness,25638906.00
15.532,"Central Valley Project, Trinity River Division, Trinity River  Fish and Wildlife Management",completeness,1460542.00
15.533,California Water Security and Environmental Enhancement,consistency,6524363.00,1683520.00
15.534,"Miscellaneous Public Law 93-638 Contracts, Grants, and Cooperative Agreements",consistency,36288880.00,52500.00
15.535,Upper Colorado River Basin Fish and Wildlife Mitigation Program.,consistency,24000.00,90730000.00
15.540,Lake Mead/Las Vegas Wash Program,consistency,1354812.00,
15.614,"Coastal Wetlands Planning, Protection and Restoration Act",consistency,20100000.00,9805060.00
15.615,Cooperative Endangered Species Conservation Fund,consistency,75501000.00,9628381.00
15.616,Clean Vessel Act,completeness,9452041.00
15.619,Rhinoceros and Tiger Conservation Fund,consistency,2422584.00,332985.00
15.620,African Elephant Conservation Fund,consistency,2170528.00,
15.621,Asian Elephant Conservation Fund,consistency,1970540.00,489878.00
15.622,Sportfishing and Boating Safety Act,completeness,12500000.00
15.623,North American Wetlands Conservation Fund,consistency,83675000.00,35378793.00
15.628,Multistate Conservation Grant Program,completeness,4414475.00
15.629,Great Apes Conservation Fund,consistency,4267470.00,1435457.00
15.635,Neotropical Migratory Bird Conservation ,consistency,4607500.00,799905.00
15.636,Alaska Subsistence Management,consistency,6514994.00,2987856.00
15.637,Migratory Bird Joint Ventures,completeness,5006886.00
15.639,Tribal Wildlife Grants Program,consistency,7000000.00,
15.640,Wildlife Without Borders- Latin America and the Caribbean ,consistency,1111504.00,
15.641,Wildlife Without Borders-Mexico ,consistency,721292.00,71500.00
15.642,Challenge Cost Share,consistency,6400000.00,1530648.00
15.643,Alaska Migratory Bird Co-Management Council,consistency,297600.00,141216.00
15.645,Marine Turtle Conservation Fund,consistency,1460164.00,307894.00
15.647,Migratory  Bird Conservation,consistency,200000.00,859738.00
15.649,Service Training and Technical Assistance (Generic Training),consistency,150000.00,809797.00
15.650,Research Grants (Generic),timeliness,50000.00
15.651,Wildlife Without Borders-Africa Program,completeness,307000.00
15.653,National Outreach and Communication Program,consistency,13000000.00,
15.655,"Migratory Bird Monitoring, Assessment and Conservation",consistency,1908600.00,552301.00
15.656,"Recovery Act Funds - Habitat Enhancement, Restoration and Improvement.",consistency,0.00,4412054.00
15.807,Earthquake Hazards Reduction Program,consistency,6937000.00,15661314.00
15.808,U.S. Geological Survey_ Research and Data Collection,completeness,41000000.00
15.810,National Cooperative Geologic Mapping Program,consistency,1343935.00,
15.811,Gap Analysis Program  ,consistency,1826000.00,512539.00
15.812,Cooperative Research Units Program ,timeliness,14971777.00
15.813,Cooperative Research Units Training Program,completeness,150000.00
15.814,National Geological and Geophysical Data Preservation Program,consistency,500000.00,
15.815,National Land Remote Sensing_Education Outreach and Research,consistency,967400.00,
15.816,Minerals Resources External Research Program,consistency,283634.00,
15.875,"Economic, Social, and Political Development of the Territories",timeliness,516199671.00
15.916,"Outdoor Recreation_Acquisition, Development and Planning",consistency,6314000.00,20576597.00
15.922,Native American Graves Protection and Repatriation Act,consistency,2350000.00,
15.923,National Center for Preservation Technology and Training,completeness,262500.00
15.926,American Battlefield Protection,consistency,3000000.00,33000.00
15.928,Civil War Battlefield Land Acquisition Grants,consistency,3000000.00,
15.929,Save America's Treasures,consistency,15000000.00,999755.00
15.930,Chesapeake Bay Gateways Network,consistency,600000.00,
15.931,Conservation Activities by Youth Service Organizations,timeliness,11000000.00
15.932,Preservation of Historic Structures on the Campuses of Historically Black Colleges and Universities (HBCUs).,consistency,15000000.00,
15.933,Preservation of Japanese American Confinement Sites,consistency,1000000.00,10000.00
15.936,Shenandoah Valley Battlefields National Historic District Battlefield Acquisition and Protection,consistency,493000.00,
15.978,Upper Mississippi River System Long Term Resource Monitoring Program,timeliness,2262334.00
15.658,"Natural Resource Damage Assessment, Restoration and Implementation",consistency,3811708.00,
15.020,Aid To Tribal Governments,consistency,33887000.00,
15.021,Consolidated Tribal Government Program,completeness,76964252.00
15.022,Tribal Self-Governance,completeness,348165000.00
15.026,Indian Adult Education,completeness,2434000.00
15.031,Indian Community Fire Protection,completeness,1778312.00
15.032,Indian Economic Development,completeness,2479466.00
15.033,Road Maintenance_Indian Roads,completeness,11332456.00
15.034,Agriculture on Indian Lands,completeness,9911214.00
15.035,Forestry on Indian Lands,completeness,16388549.00
15.036,Indian Rights Protection,completeness,400000.00
15.037,Water Resources on Indian Lands,completeness,4950000.00
15.038,Minerals and Mining on Indian Lands,consistency,1178506.00,337459.00
15.040,Real Estate Programs_Indian Lands,consistency,4247141.00,
15.041,Environmental Management_Indian Programs,consistency,4000000.00,1051543.00
15.042,Indian School Equalization Program,completeness,225600000.00
15.044,Indian Schools_Student Transportation,completeness,31348000.00
15.045,Assistance for Indian Children with Severe Disabilities,consistency,3715.00,1290174.00
15.047,"Indian Education Facilities, Operations, and Maintenance",completeness,59800000.00
15.048,Bureau of Indian Affairs Facilities_Operations and Maintenance,consistency,144670.00,30067815.00
15.051,Endangered Species on Indian Lands,consistency,1217000.00,560759.00
15.052,Litigation Support for Indian Rights,consistency,1386000.00,618181.00
15.053,Attorney Fees_Indian Rights,consistency,1764000.00,541339.00
15.057,Navajo-Hopi Indian Settlement Program,completeness,428700.00
15.062,Replacement and Repair of Indian Schools,consistency,130766553.00,6762023.00
15.063,Improvement and Repair of Indian Detention Facilities,consistency,2464284.00,557734.00
15.065,Safety of Dams on Indian Lands,completeness,15152514.00
15.108,Indian Employment Assistance,consistency,4705189.00,7173870.00
15.113,Indian Social Services_Welfare Assistance,consistency,63090962.00,26587941.00
15.130,Indian Education_Assistance to Schools,consistency,13797000.00,
15.254,Summer Intern and Year-Long OSM/VISTA Watershed Support,consistency,40000.00,
15.630,Coastal Program,consistency,4022000.00,
15.631,Partners for Fish and Wildlife,consistency,37000000.00,13567895.00
15.934,Abandoned Mine Hazard Mitigation,consistency,4000000.00,
15.061,Indian Job Placement_United Sioux Tribes Development Corporation,consistency,25172016.00,
15.227,Distribution of Receipts to State and Local Governments,consistency,111942000.00,
15.659,National Wildlife Refuge Fund,consistency,23000000.00,
15.060,Indian Vocational Training_United Tribes Technical College,consistency,7108968.00,
21.006,Tax Counseling for the Elderly,completeness,5100000.00
21.008,Low Income Taxpayer Clinics,timeliness,9500000.00
21.009,Volunteer Income Tax Assistance (VITA) Matching Grant Program,consistency,8000000.00,
21.020,Community Development Financial Institutions Program,timeliness,145000000.00
21.021,Bank Enterprise Award Program,timeliness,22000000.00
21.012,Native Initiatives,consistency,14000000.00,
20.231,Performance and Registration Information Systems Management,consistency,5000000.00,
20.505,Metropolitan Transportation Planning,consistency,56764000.00,89701562.00
20.507,Federal Transit_Formula Grants,consistency,3690176.00,5295639977.00
20.513,Capital Assistance Program for Elderly Persons and Persons with Disabilities,timeliness,195498000.00
20.515,State Planning and Research,consistency,11637000.00,
20.521,New Freedom Program,consistency,169868000.00,59074133.00
20.600,State and Community Highway Safety,completeness,234870000.00
20.615,E-911 Grant Program,consistency,41325000.00,
20.700,Pipeline Safety Program Base Grants,consistency,30500000.00,181996.00
20.215,Highway Training and Education,consistency,13451420.00,
20.232,Commercial Driver's License Program Improvement Grant,consistency,25000000.00,
20.233,Border Enforcement Grants,consistency,32000000.00,
20.234,Safety Data Improvement Program,consistency,3000000.00,335479.00
20.237,Commercial Vehicle Information Systems and Networks,consistency,22500000.00,2497580.00
20.238,Commercial Drivers License Information System (CDLIS) Modernization Grant,consistency,8000000.00,
20.240,Fuel Tax Evasion-Intergovernmental Enforcement Effort,consistency,1000000.00,
20.313,Railroad Research and Development,consistency,6889000.00,2515180.00
20.314,Railroad Development,consistency,10604849.00,1874710.00
20.317,Capital Assistance to States - Intercity Passenger Rail Service,consistency,28107927.00,1550000.00
20.318,Maglev Project Selection Program - SAFETEA-LU,consistency,890000.00,
20.320,Rail Line Relocation and Improvement ,consistency,39200000.00,
20.514,Public Transportation Research,consistency,15000000.00,31809547.00
20.516,Job Access_Reverse Commute,completeness,136113000.00
20.518,Capital and Training Assistance Program for Over-the-Road Bus Accessibility,completeness,15003000.00
20.519,Clean Fuels,consistency,104056000.00,28678478.00
20.520,Paul S. Sarbanes Transit in the Parks,consistency,11748000.00,5355099.00
20.522,Alternatives Analysis ,consistency,11271000.00,4915000.00
20.523,Capital Assistance Program for Reducing Energy Consumption and Greenhouse Gas Emissions,consistency,100000000.00,
20.601,Alcohol Impaired Driving Countermeasures Incentive Grants I,completeness,138500000.00
20.602,Occupant Protection Incentive Grants,completeness,25000000.00
20.607,Alcohol Open Container Requirements,consistency,103121656.00,28547055.00
20.608,Minimum Penalties for Repeat Offenders for Driving While Intoxicated,consistency,137572128.00,42700950.00
20.609,Safety Belt Performance Grants,consistency,69807597.00,26588837.00
20.610,State Traffic Safety Information System Improvement Grants,consistency,34500000.00,
20.611,Incentive Grant Program to Prohibit Racial Profiling,completeness,2674178.00
20.612,Incentive Grant Program to Increase Motorcyclist Safety,completeness,7000000.00
20.613,Child Safety and Child Booster Seats Incentive Grants,consistency,7000000.00,92185.00
20.614,National Highway Traffic Safety Administration (NHTSA) Discretionary Safety Grants ,consistency,40000000.00,398069.00
20.701,University Transportation Centers Program,timeliness,80850400.00
20.703,Interagency Hazardous Materials Public Sector Training and Planning Grants,consistency,26112620.00,
20.704,RITA Hydrogen,consistency,1395000.00,
20.710,Technical Assistance Grants,consistency,1000000.00,
20.720,State Damage Prevention Program Grants,consistency,1047000.00,99462.00
20.721,PHMSA Pipeline Safety Program One Call Grant,consistency,1043000.00,70414.00
20.722,Technology Development Grant,consistency,500000.00,
20.761,Biobased Transportation Research,consistency,11466000.00,
20.815,Fireboat Construction,consistency,993500.00,
20.762,Research Grants,consistency,500000.00,
20.763,Research and Innovative Technology (RIT) Hydrogen Alternative Fuel Life Cycle,consistency,738294.00,
20.764,Hydrogen Storage Research and Development,consistency,500000.00,
20.910,Assistance to small and disadvantaged businesses,consistency,1352547000.00,135000.00
20.930,Payments for Small Community Air Service Development,consistency,10000000.00,
20.931,"Transportation Planning, Research and Education",consistency,5300000.00,
20.301,Railroad Safety,consistency,3948000.00,
20.806,State Maritime Schools,consistency,18000000.00,
20.813,Maritime Security Fleet Program,consistency,348000000.00,
20.803,Maritime War Risk Insurance,consistency,46000000.00,
64.014,Veterans State Domiciliary Care,consistency,51190000.00,
64.015,Veterans State Nursing Home Care,consistency,524739000.00,
64.016,Veterans State Hospital Care,consistency,3414000.00,
64.005,Grants to States for Construction of State Home Facilities,timeliness,257299000.00
64.024,VA Homeless Providers Grant and Per Diem Program,consistency,122000000.00,
64.026,Veterans State Adult Day Health Care,consistency,399000.00,
64.203,State Cemetery Grants,consistency,43500000.00,
64.100,Automobiles and Adaptive Equipment for Certain Disabled Veterans and Members of the Armed Forces,consistency,61600000.00,
64.101,Burial Expenses Allowance for Veterans,consistency,197593000.00,
64.106,Specially Adapted Housing for Disabled Veterans,consistency,35910000.00,
64.117,Survivors and Dependents Educational Assistance,consistency,478067000.00,
64.120,Post-Vietnam Era Veterans' Educational Assistance,consistency,2172000.00,
64.202,Procurement of Headstones and Markers and/or Presidential Memorial Certificates,consistency,58093000.00,
64.027,Post-9/11 Veterans Educational Assistance,consistency,162053000.00,
64.028,Post-9/11 Veterans Educational Assistance,consistency,162053000.00,
64.029,Purchase Care Program,consistency,3820700161.00,
64.104,Pension for Non-Service-Connected Disability for Veterans,consistency,2879950000.00,
64.105,"Pension to Veterans Surviving Spouses, and Children",consistency,952792000.00,
64.109,Veterans Compensation for Service-Connected Disability,consistency,34689066000.00,
64.110,Veterans Dependency and Indemnity Compensation for Service-Connected Death,consistency,4974508000.00,
64.116,Vocational Rehabilitation for Disabled Veterans,consistency,619683000.00,
64.124,All-Volunteer Force Educational Assistance,consistency,2209673000.00,
64.127,Monthly Allowance for Children of Vietnam Veterans Born with Spina Bifida,consistency,19207000.00,
64.030,Life Insurance for Veterans  Face Amount of New Life Insurance Policies Issued,consistency,172432860.00,
66.419,"Water Pollution Control State, Interstate, and Tribal Program Support",consistency,218495000.00,80237154.00
66.432,State Public Water System Supervision,timeliness,99100000.00
66.454,Water Quality Management Planning,consistency,96621118.00,47717286.00
66.458,Capitalization Grants for Clean Water State Revolving Funds,consistency,9328160000.00,4592061725.00
66.468,Capitalization Grants for Drinking Water State Revolving Funds,consistency,5618058000.00,2741277356.00
66.001,Air Pollution Control Program Support,consistency,176593000.00,84007953.00
66.033,Ozone Transport Commission,completeness,635000.00
66.034,"Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act",consistency,9161000.00,55067825.00
66.036,Clean School Bus USA,consistency,0.00,45262.00
66.038,"Training, Investigations, and Special Purpose Activities of Federally-Recognized Indian Tribes Consistent With the Clean Air Act (CAA), Tribal Sovereignty and the Protection and Management of Air Quality",consistency,13300000.00,5197380.00
66.041,Climate Showcase Communities Grant Program,consistency,10000000.00,
66.119,West Coast Estuaries Initiative,consistency,2800000.00,
66.203,Environmental Finance Center Grants,consistency,2000000.00,666666.00
66.305,Compliance Assistance Support for Services to the Regulated Community and Other Assistance Providers ,consistency,0.00,340000.00
66.309,"Surveys, Studies, Investigations and Special Purpose Activities Relating to Environmental Justice",completeness,15000.00
66.310,Capacity Building Grants and Cooperative Agreements for Compliance Assurance and Enforcement Activities in Indian Country and Other Tribal Areas,consistency,300000.00,140000.00
66.418,Construction Grants for Wastewater Treatment Works,consistency,68712600.00,29364407.00
66.436,"Surveys, Studies, Investigations, Demonstrations, and Training Grants and Cooperative Agreements - Section 104(b)(3) of the Clean Water Act",consistency,4342878.00,10092461.00
66.456,National Estuary Program,consistency,17524300.00,26451122.00
66.462,National Wetland Program Development Grants and Five-Star Restoration Training Grant,consistency,3600000.00,1342190.00
66.466,Chesapeake Bay Program,consistency,45410404.00,16330935.00
66.469,Great Lakes Program,consistency,86600000.00,6756409.00
66.475,Gulf of Mexico Program,consistency,1759000.00,2688021.00
66.479,Wetland Program Grants -  State/Tribal Environmental Outcome Wetland Demonstration Program,consistency,0.00,266979.00
66.510,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of Research and Development",consistency,3200000.00,5159003.00
66.512,Regional Environmental Monitoring and Assessment Program (REMAP) Research Projects,consistency,390141.00,1148604.00
66.513,Greater Research Opportunities (GRO) Fellowships For Undergraduate Environmental Study,consistency,1900000.00,
66.514,Science To Achieve Results (STAR) Fellowship Program ,consistency,4900000.00,
66.517,Regional Applied Research Efforts (RARE) ,consistency,459582.00,30000.00
66.518,State Senior Environmental Employment Program,consistency,570000.00,83900.00
66.600,Environmental Protection Consolidated Grants for the Insular Areas - Program Support,completeness,7670000.00
66.604,Environmental Justice Small Grant Program ,consistency,800000.00,
66.609,Protection of Children and Older Adults (Elderly) from Environmental Health Risks,consistency,100000.00,210000.00
66.610,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of the Administrator",consistency,302150.00,110000.00
66.611,Environmental Policy and Innovation Grants,consistency,816000.00,1555885.00
66.701,Toxic Substances Compliance Monitoring Cooperative Agreements,consistency,5099000.00,2419284.00
66.718,National Community-Based Lead Outreach and Training Grant Program ,consistency,0.00,835000.00
66.812,Hazardous Waste Management Grant Program for Tribes,consistency,304000.00,550068.00
66.813,"Alternative or Innovative Treatment Technology Research, Demonstration, Training, and Hazardous Substance Research Grants",consistency,500000.00,1840894.00
66.952,National Network for Environmental Management Studies Fellowship Program,consistency,316085.00,
66.126,THE SAN FRANCISCO BAY WATER QUALITY IMPROVEMENT FUND,consistency,5000000.00,
66.313,International Compliance and Enforcement Projects,consistency,500000.00,
95.001,High Intensity Drug Trafficking Areas Program,consistency,234000000.00,
34.002,Labor Management Cooperation,consistency,665192.00,
89.003,National Historical Publications and Records Grants,consistency,8661000.00,2529387.00
45.310,Grants to States,timeliness,171500000.00
45.160,Promotion of the Humanities_Fellowships and Stipends,consistency,4351200.00,
77.009,U.S. Nuclear Regulatory Commission Office of Research Financial Assistance Program,consistency,2280000.00,75000.00
57.001,Social Insurance for Railroad Workers,consistency,10708000000.00,
57.005,Economic Recovery Payments,consistency,129540000.00,
59.046,Microloan Program,consistency,26996000.00,0.00
59.007,7(j) Technical Assistance,consistency,3756000.00,
59.037,Small Business Development Centers,consistency,101600000.00,5788179.00
59.043,Women's Business Ownership Assistance,consistency,21601000.00,
59.044,Veterans Business Development,consistency,5463000.00,
59.051,New Markets Venture Capital Program,consistency,251000.00,
59.052,Native American Outreach,consistency,1685000.00,
59.055,HUBZone Program,consistency,8150000.00,
59.070,Drug-Free Workplace Program,consistency,1098000.00,
96.021,Social Security Economic Recovery Act Payments,completeness,13000000000.00
19.011,Academic Exchange Programs - Special Academic Exchange Programs,completeness,33602000.00
19.012,Professional and Cultural Exchange Programs - Special Professional and Cultural Programs,timeliness,11663000.00
19.014,One-Time International Exchange Grant Program,timeliness,6000000.00
19.017,Environmental and Scientific Partnerships and Programs,consistency,32000000.00,2300.00
19.019,International Programs to Combat Human Trafficking,timeliness,21000000.00
19.345,"International Programs to Support Democracy, Human Rights and Labor",consistency,79000000.00,
19.400,Academic Exchange Programs - Graduate Students,completeness,127197425.00
19.401,Academic Exchange Programs - Scholars,completeness,52867350.00
19.402,Professional and Cultural Exchange Programs - International Visitor Leadership Program,completeness,52300000.00
19.408,Academic Exchange Programs - Teachers,completeness,12955000.00
19.415,Professional and Cultural Exchange Programs - Citizen Exchanges,completeness,69396000.00
19.421,Academic Exchange Programs - English Language Programs,consistency,15090000.00,27733954.00
19.432,Academic Exchange Programs - Educational Advising and Student Services,consistency,8249000.00,13166780.00
19.500,Middle East Partnership Initiative (MEPI) ,consistency,50000000.00,15421719.00
19.511,Overseas Refugee Assistance Programs for East Asia,consistency,37000000.00,13097787.00
19.517,Overseas Refugee Assistance Programs for Africa,consistency,354000000.00,650462805.00
19.518,Overseas Refugee Assistance Programs for Western Hemisphere,consistency,46000000.00,14219594.00
19.520,Overseas Refugee Assistance Programs for Europe,consistency,65000000.00,19050309.00
19.522,Overseas Refugee Assistance Programs for Strategic Global Priorities,consistency,98000000.00,32437632.00
19.022,Educational and Cultural Exchange Programs Appropriation Overseas Grants,consistency,10000000.00,
19.025,U.S. Ambassadors Fund for Cultural Preservation,consistency,5228000.00,49800.00
19.124,U.S. Department of State,consistency,23216500.00,
91.001,Annual Grant Competition,consistency,1900000.00,
91.002,Priority Grant Competition,consistency,27555940.00,
85.100,Christopher Columbus Fellowship Program,consistency,300000.00,
85.102,Christopher Columbus Awards,consistency,243759.00,
85.401,Morris K. Udall Fellowship Program,consistency,48000.00,
85.500,James Madison Memorial Fellowship Program,consistency,1175000.00,
85.002,MCC Foreign Assistance for Overseas Programs,consistency,7400000.00,
85.003,MCC Domestic Assistance for Overseas Programs,consistency,7400000.00,
85.104,Life Sciences Awards,consistency,45000.00,
85.400,Morris K. Udall Scholarship Program,consistency,417500.00,
85.402,Morris K. Udall Native American Congressional Internship Program,consistency,97680.00,
85.101,Homeland Security Award,consistency,25000.00,
