CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation,USASpending Obligation
64.027,Post-9/11 Veterans Educational Assistance,consistency,7363987000.00,
64.116,Vocational Rehabilitation for Disabled Veterans,consistency,577280000.00,
64.104,Pension for Non-Service-Connected Disability for Veterans,consistency,2899009000.00,
64.028,Post-9/11 Veterans Educational Assistance,consistency,7363987000.00,
64.032,Montgomery GI Bill Selected Reserve; Reserve Educational Assistance Program,consistency,109026000.00,
64.030,Life Insurance for Veterans  Face Amount of New Life Insurance Policies Issued,consistency,179318860.00,
66.801,Hazardous Waste Management State Program Support,consistency,103161800.00,48185940.00
66.040,State Clean Diesel Grant Program,consistency,18000000.00,29402386.00
66.419,"Water Pollution Control State, Interstate, and Tribal Program Support",consistency,229264000.00,83630315.00
66.481,Lake Champlain Basin Program,consistency,3970000.00,486890.00
66.714,Regional Agricultural IPM Grants,consistency,475360.00,221465.00
66.715,Lead Educational Outreach and Baseline Assessment of Tribal Children's Exposure and Risks Associated With Lead,consistency,0.00,656833.00
66.717,Source Reduction Assistance,consistency,896224.00,1646516.00
66.463,Water Quality Cooperative Agreements,consistency,26000.00,56000.00
66.469,Great Lakes Program,consistency,343254760.00,152621291.00
66.813,"Alternative or Innovative Treatment Technology Research, Demonstration, Training, and Hazardous Substance Research Grants",consistency,550178.00,1529375.00
66.479,Wetland Program Grants -  State/Tribal Environmental Outcome Wetland Demonstration Program,consistency,0.00,250112.00
66.310,Capacity Building Grants and Cooperative Agreements for Compliance Assurance and Enforcement Activities in Indian Country and Other Tribal Areas,consistency,299000.00,55000.00
66.313,International Compliance and Enforcement Projects,consistency,1000000.00,
66.042,Temporally Integrated Monitoring of Ecosystems (TIME) and Long-Term Monitoring (LTM) Program,consistency,720000.00,240935.00
66.050,Potomac Highlands Implementation Grants ,consistency,1800000.00,
66.514,Science To Achieve Results (STAR) Fellowship Program ,completeness,8573800.00
66.512,Regional Environmental Monitoring and Assessment Program (REMAP) Research Projects,consistency,0.00,60000.00
66.513,Greater Research Opportunities (GRO) Fellowships For Undergraduate Environmental Study,completeness,1580000.00
66.510,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of Research and Development",consistency,3539500.00,5374696.00
66.511,Office of Research and Development Consolidated Research/Training/Fellowships,consistency,17022400.00,7791827.00
66.718,National Community-Based Lead Outreach and Training Grant Program ,consistency,1601019.00,781019.00
66.418,Construction Grants for Wastewater Treatment Works,consistency,40915000.00,13800742.00
66.952,National Network for Environmental Management Studies Fellowship Program,completeness,394403.00
66.940,Environmental Policy and State Sustainability Grants,consistency,0.00,70000.00
66.034,"Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act",consistency,15000000.00,58528513.00
66.039,National Clean Diesel Emissions Reduction Program,consistency,42000000.00,94027889.00
66.038,"Training, Investigations, and Special Purpose Activities of Federally-Recognized Indian Tribes Consistent With the Clean Air Act (CAA), Tribal Sovereignty and the Protection and Management of Air Quality",consistency,13300000.00,4796070.00
66.001,Air Pollution Control Program Support,consistency,179732000.00,76365237.00
66.126,The San Francisco Bay Water Quality Improvement Fund,consistency,7000000.00,
95.001,High Intensity Drug Trafficking Areas Program,consistency,239000000.00,
34.002,Labor Management Cooperation,consistency,349000.00,
89.003,National Historical Publications and Records Grants,timeliness,9856800.00
89.005,Cooperative Agreements to Support the Programs of the National Archives and Records Administration (NARA),consistency,75000.00,
45.162,Promotion of the Humanities_Teaching and Learning Resources and Curriculum Development,consistency,528429.00,66150.00
47.078,Polar Programs,consistency,454000000.00,128275134.00
47.082,Trans-NSF Recovery Act Reasearch Support,consistency,0.00,598448858.00
77.008,U.S. Nuclear Regulatory Commission Scholarship and Fellowship Program,timeliness,15000000.00
77.009,U.S. Nuclear Regulatory Commission Office of Research Financial Assistance Program,timeliness,2705790.00
77.006,U. S. Nuclear Regulatory Commission Nuclear Education Grant Program,timeliness,4700000.00
57.005,Economic Recovery Payments,consistency,388000.00,
57.001,Social Insurance for Railroad Workers,consistency,10952000000.00,
59.059,Congressional Grants,consistency,56098000.00,60000.00
96.021,Social Security Economic Recovery Act Payments,consistency,0.00,128079250.00
19.087,International Fisheries Commissions,consistency,53658536.00,
19.500,Middle East Partnership Initiative (MEPI) ,completeness,65000000.00
19.878,EUR-Other,consistency,3000000.00,
19.017,Environmental and Scientific Partnerships and Programs,consistency,157000000.00,11086678.00
19.221,Near East Regional Democracy,consistency,40000000.00,
19.300,Program for Study of Eastern Europe and the Independent States of the Former Soviet Union,consistency,4775000.00,9545900.00
19.124,East Asia and Pacific Grants Program,consistency,28238198.00,
19.750,Bureau of Western Hemisphere Affairs (WHA) Grant Programs (including Energy and Climate Partnership for the Americas),consistency,10000000.00,
19.800,Weapons Removal and Abatement,consistency,128400000.00,
19.801,Office of Global Women's Issues,consistency,7500000.00,
19.901,Export Control and Related Border Security,consistency,2000000.00,
19.450,ECA Individual Grants,consistency,2000000.00,
19.019,International Programs to Combat Human Trafficking,completeness,21000000.00
19.022,Educational and Cultural Exchange Programs Appropriation Overseas Grants,consistency,10000000.00,4300688.00
19.023,Overseas Schools Program,consistency,11244000.00,
19.024,Soft Target Program for Overseas Schools,consistency,6000000.00,
19.025,U.S. Ambassadors Fund for Cultural Preservation,completeness,5960000.00
19.703,CRIMINAL JUSTICE SYSTEMS,consistency,39310240.00,
19.705,TRANSNATIONAL CRIME,consistency,39310240.00,
19.704,COUNTERNARCOTICS,consistency,39310240.00,
19.600,Bureau of Near Eastern Affairs (NEA),consistency,1725900000.00,
19.700,General Department of State Assistance,consistency,100000000.00,310000.00
19.999,Export Control and Related Border Security,consistency,2000000.00,
19.440,IIP Individual Grants,consistency,4433000.00,
19.666,EUR/ACE National Endowment for Democracy Small Grants,consistency,6956730.00,
19.515,Contributions to International Organizations for Overseas Assistance,consistency,1288739639.00,
19.345,"International Programs to Support Democracy, Human Rights and Labor",consistency,70000000.00,1305470.00
91.003,91.003 Annual Senior Fellowship Competition,consistency,929500.00,
91.002,Priority Grant Competition,consistency,2800000.00,
91.001,Annual Grant Competition,consistency,1900000.00,
85.102,Christopher Columbus Awards,consistency,247555.00,
85.401,Morris K. Udall Fellowship Program,consistency,48000.00,
85.400,Morris K. Udall Scholarship Program,consistency,417500.00,
85.402,Morris K. Udall Native American Congressional Internship Program,consistency,98000.00,
85.104,Life Sciences Awards,consistency,90000.00,
85.105,Agriscience Awards,consistency,145000.00,
85.101,Homeland Security Award,consistency,75000.00,
