CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation
15.529,Upper Colorado and San Juan River Basins Endangered Fish Recovery Programs,consistency,1600000.00
15.530,Water Conservation Field Services Program (WCFSP),consistency,14340000.00
15.540,Lake Mead/Las Vegas Wash Program,consistency,2342573.00
15.614,"Coastal Wetlands Planning, Protection and Restoration Act",consistency,20575000.00
15.615,Cooperative Endangered Species Conservation Fund,consistency,73831000.00
15.616,Clean Vessel Act,consistency,13250000.00
15.619,Rhinoceros and Tiger Conservation Fund,consistency,1822000.00
15.620,African Elephant Conservation Fund,consistency,1386000.00
15.621,Asian Elephant Conservation Fund,consistency,1429000.00
15.622,Sportfishing and Boating Safety Act,consistency,13400000.00
15.623,North American Wetlands Conservation Fund,consistency,83500000.00
15.628,Multistate Conservation Grant Program,consistency,6000000.00
15.629,Great Apes Conservation Fund,consistency,1686000.00
15.635,Neotropical Migratory Bird Conservation ,consistency,4296906.00
15.639,Tribal Wildlife Grants Program,consistency,6000000.00
15.640,Wildlife Without Borders- Latin America and the Caribbean ,consistency,947000.00
15.641,Wildlife Without Borders-Mexico ,consistency,752000.00
15.643,Alaska Migratory Bird Co-Management Council,consistency,222600.00
15.645,Marine Turtle Conservation Fund,consistency,906000.00
15.647,Migratory  Bird Conservation,consistency,365800.00
15.649,Service Training and Technical Assistance (Generic Training),consistency,91000.00
15.650,Research Grants (Generic),consistency,50000.00
15.651,Wildlife Without Borders-Africa Program,consistency,500000.00
15.653,National Outreach and Communication Program,consistency,13400000.00
15.655,"Migratory Bird Monitoring, Assessment and Conservation",consistency,2205000.00
15.813,Cooperative Research Units Training Program,consistency,1500000.00
15.814,National Geological and Geophysical Data Preservation Program,consistency,500000.00
15.815,National Land Remote Sensing_Education Outreach and Research,consistency,960000.00
15.875,"Economic, Social, and Political Development of the Territories",consistency,223475000.00
15.916,"Outdoor Recreation_Acquisition, Development and Planning",consistency,23133400.00
15.922,Native American Graves Protection and Repatriation Act,consistency,2400000.00
15.923,National Center for Preservation Technology and Training,consistency,165415.00
15.926,American Battlefield Protection,consistency,1367144.00
15.928,Civil War Battlefield Land Acquisition Grants,consistency,3000000.00
15.929,Save America's Treasures,consistency,24610000.00
15.930,Chesapeake Bay Gateways Network,consistency,550000.00
15.936,Shenandoah Valley Battlefields National Historic District Battlefield Acquisition and Protection,consistency,1665488.00
15.233,Forests and Woodlands Resource Management,consistency,319000.00
15.236,Environmental Quality and Protection Resource Management,consistency,5762000.00
15.253,Not-for-Profit AMD Reclamation,consistency,1500000.00
15.255,Applied Science Program Cooperative Agreements Related to Coal Mining and Reclamation,consistency,1400000.00
15.421,Alaska Coastal Marine Institute,consistency,750000.00
15.422,Louisiana State University (LSU) Coastal Marine Institute  (CMI),consistency,770000.00
15.423,Minerals Management Service (MMS) Environmental Studies Program (ESP),consistency,900000.00
15.424,Marine Minerals Activities,consistency,0.00
15.506,Water Desalination Research and Development Program,consistency,5805000.00
15.514,Reclamation States Emergency Drought Relief,consistency,436000.00
15.516,Fort Peck Reservation Rural Water System ,consistency,6763000.00
15.518,Garrison Diversion Unit,consistency,17642000.00
15.520,Lewis and Clark Rural Water System ,consistency,21486000.00
15.522,Mni Wiconi Rural Water Supply Project,consistency,42492000.00
15.523,Perkins County Rural Water System,consistency,2507050.00
15.524,Recreation Resources Management,consistency,7114000.00
15.525,Rocky Boy's/North Central Montana Regional Water System ,consistency,72994.00
15.528,St. Mary Storage Unit Facilities Rehabilitation Project,consistency,343845.00
15.531,Yakima River Basin Water Enhancement Project (YRBWEP),consistency,4120000.00
15.532,"Central Valley Project, Trinity River Division, Trinity River  Fish and Wildlife Management",consistency,1357000.00
15.533,California Water Security and Environmental Enhancement,consistency,27000.00
15.534,"Miscellaneous Public Law 93-638 Contracts, Grants, and Cooperative Agreements",consistency,0.00
15.535,Upper Colorado River Basin Fish and Wildlife Mitigation Program.,consistency,24000.00
15.636,Alaska Subsistence Management,consistency,5075000.00
15.637,Migratory Bird Joint Ventures,consistency,4067545.00
15.807,Earthquake Hazards Reduction Program,consistency,13138000.00
15.808,U.S. Geological Survey_ Research and Data Collection,consistency,41000000.00
15.810,National Cooperative Geologic Mapping Program,consistency,6981655.00
15.811,Gap Analysis Program  ,consistency,2100000.00
15.812,Cooperative Research Units Program ,consistency,16000000.00
15.816,Minerals Resources External Research Program,consistency,115478.00
15.931,Conservation Activities by Youth Service Organizations,consistency,10400000.00
15.978,Upper Mississippi River System Long Term Resource Monitoring Program,consistency,2691425.00
15.021,Consolidated Tribal Government Program,consistency,69240000.00
15.022,Tribal Self-Governance,consistency,389500000.00
15.024,Indian Self-Determination Contract Support,consistency,149628000.00
15.025,"Services to Indian Children, Elderly and Families",consistency,21690000.00
15.029,Tribal Courts,consistency,11604200.00
15.031,Indian Community Fire Protection,consistency,948000.00
15.032,Indian Economic Development,consistency,1477230.00
15.034,Agriculture on Indian Lands,consistency,3659250.00
15.038,Minerals and Mining on Indian Lands,consistency,1000000.00
15.057,Navajo-Hopi Indian Settlement Program,consistency,239200.00
15.063,Improvement and Repair of Indian Detention Facilities,consistency,9999900.00
15.064,Structural Fire Protection_Bureau of Indian Affairs Facilities,consistency,532960.00
15.113,Indian Social Services_Welfare Assistance,consistency,59332460.00
15.148,Tribal Energy Development Capacity Grants,consistency,1000000.00
15.630,Coastal Program,consistency,11500000.00
15.644,Federal Junior Duck Stamp Conservation and Design ,consistency,150000.00
15.020,Aid To Tribal Governments,consistency,33887000.00
15.026,Indian Adult Education,consistency,2434000.00
15.033,Road Maintenance_Indian Roads,consistency,7014870.00
15.035,Forestry on Indian Lands,consistency,14500000.00
15.036,Indian Rights Protection,consistency,415910.00
15.037,Water Resources on Indian Lands,consistency,4996195.00
15.040,Real Estate Programs_Indian Lands,consistency,3987550.00
15.041,Environmental Management_Indian Programs,consistency,4000000.00
15.042,Indian School Equalization Program,consistency,221765000.00
15.044,Indian Schools_Student Transportation,consistency,31970600.00
15.045,Assistance for Indian Children with Severe Disabilities,consistency,371500.00
15.047,"Indian Education Facilities, Operations, and Maintenance",consistency,59800000.00
15.048,Bureau of Indian Affairs Facilities_Operations and Maintenance,consistency,1440670.00
15.051,Endangered Species on Indian Lands,consistency,1217000.00
15.052,Litigation Support for Indian Rights,consistency,1386000.00
15.053,Attorney Fees_Indian Rights,consistency,1764000.00
15.062,Replacement and Repair of Indian Schools,consistency,69129220.00
15.065,Safety of Dams on Indian Lands,consistency,6700000.00
15.108,Indian Employment Assistance,consistency,6923860.00
15.130,Indian Education_Assistance to Schools,consistency,13781000.00
15.254,Summer Watershed Intern,consistency,70000.00
15.631,Partners for Fish and Wildlife,consistency,42600000.00
15.659,National Wildlife Refuge Fund,consistency,23303945.00
21.006,Tax Counseling for the Elderly,consistency,4065415.00
21.008,Low-Income Taxpayer Clinics,consistency,9000000.00
21.009,Volunteer Income Tax Assistance (VITA) Matching Grant Program,consistency,8000000.00
21.020,Community Development Financial Institutions Program,consistency,44794749.00
21.021,Bank Enterprise Award Program,consistency,20000000.00
20.205,Highway Planning and Construction,consistency,40068000000.00
20.218,National Motor Carrier Safety,consistency,202000000.00
20.505,Federal Transit_Metropolitan Planning Grants,consistency,73845000.00
20.513,Capital Assistance Program for Elderly Persons and Persons with Disabilities,consistency,117242000.00
20.515,State Planning and Research,consistency,15467000.00
20.521,New Freedom Program,consistency,139230000.00
20.600,State and Community Highway Safety,consistency,225000000.00
20.700,Pipeline Safety Program Base Grants,consistency,20000000.00
20.231,Performance and Registration Information Systems Management,consistency,5000000.00
20.106,Airport Improvement Program,consistency,3310112000.00
20.108,Aviation Research Grants,consistency,35782110.00
20.109,Air Transportation Centers of Excellence,consistency,8500000.00
20.232,Commercial Driver License State Programs,consistency,25000000.00
20.233,Border Enforcement Grants,consistency,32000000.00
20.234,Safety Data Improvement Program,consistency,30000000.00
20.237,Commercial Vehicle Information Systems and Networks,consistency,22500000.00
20.238,Commercial Drivers License Information System ,consistency,8000000.00
20.240,Fuel Tax Evasion-Intergovernmental Enforcement Effort,consistency,1000000.00
20.313,Railroad Research and Development,consistency,1000000.00
20.314,Railroad Development,consistency,37139300.00
20.514,Public Transportation Research,consistency,39990000.00
20.516,Job Access_Reverse Commute,consistency,238961230.00
20.518,Capital and Training Assistance Program for Over-the-Road Bus Accessibility,consistency,10908290.00
20.519,Clean Fuels,consistency,46538470.00
20.522,Alternatives Analysis ,consistency,32798330.00
20.601,Alcohol Traffic Safety and Drunk Driving Prevention Incentive Grants,consistency,131000000.00
20.602,Occupant Protection,consistency,25000000.00
20.610,State Traffic Safety Information System Improvement Grants,timeliness,34500000.00
20.611,Incentive Grant Program to Prohibit Racial Profiling,consistency,7500000.00
20.612,Incentive Grant Program to Increase Motorcyclist Safety,consistency,6000000.00
20.613,Child Safety and Child Booster Seats Incentive Grants,completeness,6000000.00
20.701,University Transportation Centers Program,consistency,76700000.00
20.703,Interagency Hazardous Materials Public Sector Training and Planning Grants,consistency,26800000.00
20.720,State Damage Prevention Program Grants,consistency,1500000.00
20.721,PHMSA Pipeline Safety Program One Call Grant,consistency,1043000.00
20.762,Research Grants,consistency,1000000.00
20.764,Hydrogen Storage Research and Development,consistency,400000.00
20.930,Payments for Small Community Air Service Development,consistency,10000000.00
20.704,RITA Hydrogen,consistency,1750188.00
20.763,Research and Innovative Technology (RIT) Hydrogen Alternative Fuel Life Cycle,consistency,1000000.00
20.815,Fireboat Construction,consistency,993500.00
20.910,Assistance to small and disadvantaged businesses,consistency,1352547000.00
20.806,State Maritime Schools,consistency,13181000.00
20.813,Maritime Security Fleet Program,consistency,156000000.00
64.014,Veterans State Domiciliary Care,consistency,49339000.00
64.015,Veterans State Nursing Home Care,consistency,501046000.00
64.016,Veterans State Hospital Care,consistency,3346000.00
64.005,Grants to States for Construction of State Home Facilities,consistency,161782000.00
64.024,VA Homeless Providers Grant and Per Diem Program,consistency,107180000.00
64.026,Veterans State Adult Day Health Care,consistency,380000.00
64.203,State Cemetery Grants,consistency,36937000.00
64.100,Automobiles and Adaptive Equipment for Certain Disabled Veterans and Members of the Armed Forces,consistency,57300000.00
64.106,Specially Adapted Housing for Disabled Veterans,consistency,35910000.00
64.117,Survivors and Dependents Educational Assistance,consistency,450646000.00
64.120,Post-Vietnam Era Veterans' Educational Assistance,consistency,2256000.00
64.101,Burial Expenses Allowance for Veterans,consistency,195949000.00
64.202,Procurement of Headstones and Markers and/or Presidential Memorial Certificates,consistency,52761000.00
64.104,Pension for Non-Service-Connected Disability for Veterans,consistency,2858181000.00
64.105,"Pension to Veterans Surviving Spouses, and Children",consistency,896414000.00
64.109,Veterans Compensation for Service-Connected Disability,consistency,32456880000.00
64.116,Vocational Rehabilitation for Disabled Veterans,consistency,622948000.00
64.124,All-Volunteer Force Educational Assistance,consistency,2164929000.00
64.127,Monthly Allowance for Children of Vietnam Veterans Born with Spina Bifida,consistency,18706000.00
66.040,State Clean Diesel Grant Program,consistency,14800000.00
66.432,State Public Water System Supervision,consistency,97554000.00
66.433,State Underground Water Source Protection,consistency,10727000.00
66.454,Water Quality Management Planning,consistency,8607444.00
66.458,Capitalization Grants for Clean Water State Revolving Funds,consistency,826700600.00
66.460,Nonpoint Source Implementation Grants,consistency,200857000.00
66.468,Capitalization Grants for Drinking Water State Revolving Funds,consistency,829029000.00
66.472,Beach Monitoring and Notification Program Implementation Grants,consistency,9746000.00
66.474,Water Protection Grants to the States,consistency,4873000.00
66.605,Performance Partnership Grants,consistency,392000000.00
66.804,State and Tribal Underground Storage Tanks Program,consistency,33500000.00
66.805,Leaking Underground Storage Tank Trust Fund Program,consistency,61237000.00
66.817,State and Tribal Response Program Grants,consistency,49800000.00
66.032,State Indoor Radon Grants,consistency,7948000.00
66.033,Ozone Transport Commission,consistency,635000.00
66.034,"Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act",consistency,18001650.00
66.035,Community Action for a Renewed Environment (CARE) Program,consistency,3400000.00
66.036,Clean School Bus USA,consistency,0.00
66.037,"Internships, Training and Workshops for the Office of Air and Radiation",consistency,109000.00
66.038,"Training, Investigations, and Special Purpose Activities of Federally-Recognized Indian Tribes Consistent With the Clean Air Act (CAA), Tribal Sovereignty and the Protection and Management of Air Quality",consistency,9589688.00
66.039,National Clean Diesel Funding Assistance Program,consistency,34400000.00
66.110,Healthy Communities Grant Program,consistency,380800.00
66.113,Region 3 Environmental Priority Projects ,consistency,250000.00
66.305,Compliance Assistance Support for Services to the Regulated Community and Other Assistance Providers ,consistency,780000.00
66.310,Capacity Building Grants and Cooperative Agreements for Compliance Assurance and Enforcement Activities in Indian Country and Other Tribal Areas,consistency,1095000.00
66.418,Construction Grants for Wastewater Treatment Works,consistency,5083000.00
66.424,"Surveys, Studies, Investigations, Demonstrations, and Training Grants - Section 1442 of the Safe Drinking Water Act",consistency,9098778.00
66.436,"Surveys, Studies, Investigations, Demonstrations, and Training Grants and Cooperative Agreements - Section 104(b)(3) of the Clean Water Act",consistency,1178402.00
66.437,Long Island Sound Program ,consistency,4122000.00
66.463,Water Quality Cooperative Agreements,consistency,500000.00
66.466,Chesapeake Bay Program,consistency,24844000.00
66.467,Wastewater Operator Training Grant Program (Technical Assistance),consistency,0.00
66.469,Great Lakes Program,consistency,40556000.00
66.473,Direct Implementation Tribal Cooperative Agreements,consistency,700000.00
66.479,Wetland Program Grants -  State/Tribal Environmental Outcome Wetland Demonstration Program,consistency,0.00
66.480,Assessment and Watershed Protection Program Grants ,consistency,500000.00
66.481,Lake Champlain Basin Program,consistency,2707000.00
66.509,Science To Achieve Results (STAR) Research Program,consistency,52500000.00
66.510,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of Research and Development",consistency,6700000.00
66.511,Office of Research and Development Consolidated Research/Training/Fellowships,consistency,33600000.00
66.512,Regional Environmental Monitoring and Assessment Program (REMAP) Research Projects,consistency,767500.00
66.513,Greater Research Opportunities (GRO) Fellowships For Undergraduate/Graduate Environmental Study,consistency,1529000.00
66.514,Science To Achieve Results (STAR) Fellowship Program ,consistency,7200000.00
66.516,P3 Award: National Student Design Competition for Sustainability,consistency,1077000.00
66.517,Regional Applied Research Efforts (RARE) ,consistency,511000.00
66.604,Environmental Justice Small Grant Program ,consistency,800000.00
66.608,Environmental Information Exchange Network Grant Program and Related Assistance,consistency,15220000.00
66.610,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of the Administrator",consistency,500000.00
66.707,TSCA Title IV State Lead Grants Certification of Lead-Based Paint Professionals,consistency,13564000.00
66.708,Pollution Prevention Grants Program,consistency,4863000.00
66.714,Pesticide Environmental Stewardship Regional Grants ,consistency,497200.00
66.715,Lead Educational Outreach and Baseline Assessment of Tribal Children's Exposure and Risks Associated With Lead,consistency,500000.00
66.716,"Research, Development, Monitoring, Public Education, Training, Demonstrations, and Studies",consistency,5549300.00
66.717,Source Reduction Assistance,consistency,1600000.00
66.718,National Community-Based Lead Outreach and Training Grant Program ,consistency,2000000.00
66.806,Superfund Technical Assistance Grants (TAG) for Community Groups at National Priority List (NPL) Sites,consistency,600000.00
66.813,"Alternative or Innovative Treatment Technology Research, Demonstration, Training, and Hazardous Substance Research Grants",consistency,315190.00
66.816,Headquarters and Regional Underground Storage Tanks Program,consistency,1382468.00
66.926,Indian Environmental General Assistance Program (GAP),consistency,55586970.00
66.931,International Financial Assistance Projects Sponsored by the Office of International Affairs,consistency,3700000.00
66.940,Environmental Policy and State Innovation Grants,consistency,885000.00
66.951,Environmental Education Grants,consistency,3400000.00
66.952,National Network for Environmental Management Studies Fellowship Program,consistency,217859.00
66.111,Regional Environmental Priority Projects,consistency,114900.00
66.117,Region 9 multi-media and geographic priority projects,consistency,463000.00
66.119,West Coast Estuaries Initiative,consistency,2800000.00
66.202,Congressionally Mandated Projects,consistency,202246000.00
66.203,Environmental Finance Center Grants,consistency,2000000.00
66.439,Targeted Watersheds Grants,consistency,20000000.00
66.456,National Estuary Program,consistency,16162000.00
66.461,Regional Wetland Program Development Grants,consistency,15829000.00
66.462,National Wetland Program Development Grants and Five-Star Restoration Training Grant,consistency,0.00
66.475,Gulf of Mexico Program,consistency,3325000.00
66.478,Water Security Training and Technical Assistance and Water Security Initiative Contamination Warning System Pilots,completeness,20119149.00
66.508,Senior Environmental Employment Program,consistency,53000000.00
66.518,State Senior Environmental Employment Program,consistency,350000.00
66.600,Environmental Protection Consolidated Grants for the Insular Areas - Program Support,consistency,6603700.00
66.609,Protection of Children and Older Adults (Elderly) from Environmental Health Risks,consistency,600000.00
66.612,"Surveys, Studies, Investigations, Training Demonstrations and Educational Outreach Related to Environmental Information and the Release of Toxic Chemicals  ",consistency,225000.00
66.701,Toxic Substances Compliance Monitoring Cooperative Agreements,consistency,5019000.00
66.709,Multi-Media Capacity Building Grants for States and Tribes,consistency,1209000.00
66.802,"Superfund State, Political Subdivision, and Indian Tribe Site_Specific Cooperative Agreements",consistency,50000000.00
66.808,Solid Waste Management Assistance Grants,consistency,3000000.00
66.809,Superfund State and Indian Tribe Core Program Cooperative Agreements,consistency,8000000.00
66.810,Chemical Emergency Preparedness and Prevention (CEPP) Technical Assistance Grants Program,consistency,90000.00
66.812,Hazardous Waste Management Grant Program for Tribes,consistency,305000.00
66.814,"Brownfields Training, Research, and Technical Assistance Grants and Cooperative Agreements ",consistency,3000000.00
66.815,Brownfield Job Training Cooperative Agreements,completeness,2597050.00
66.818,Brownfields Assessment and Cleanup Cooperative Agreements,consistency,74000000.00
66.950,Environmental Education and Training Program,completeness,2209000.00
39.003,Donation of Federal Surplus Personal Property,consistency,12645000.00
89.003,National Historical Publications and Records Grants,consistency,7500000.00
45.129,Promotion of the Humanities_Federal/State Partnership,consistency,78911062.00
45.310,Grants to States,consistency,160885357.00
45.025,Promotion of the Arts_Partnership Agreements,consistency,47896200.00
45.024,Promotion of the Arts_Grants to Organizations and Individuals,consistency,73869863.00
45.130,Promotion of the Humanities_Challenge Grants,consistency,10869300.00
45.160,Promotion of the Humanities_Fellowships and Stipends,consistency,5544995.00
45.161,Promotion of the Humanities_Research,consistency,8914586.00
45.162,Promotion of the Humanities_Teaching and Learning Resources and Curriculum Development,consistency,1572593.00
45.163,Promotion of the Humanities_Professional Development,consistency,11922468.00
45.164,Promotion of the Humanities_Public Programs,consistency,15454136.00
45.168,Promotion of the Humanities_We the People,consistency,12935690.00
45.169,Promotion of the Humanities_Office of Digital Humanities,consistency,2009541.00
45.301,Museums for America,consistency,16852000.00
45.303,Conservation Project Support,consistency,2724000.00
45.307,21st Century Museum Professionals,consistency,965000.00
45.308,Native American/Native Hawaiian Museum Services Program ,consistency,895000.00
45.309,Museum Grants for African American History and Culture,consistency,827000.00
45.311,Native American and Native Hawaiian Library Services,consistency,3574000.00
45.312,National Leadership Grants,consistency,19941000.00
45.313,Laura Bush 21st Century Librarian Program,consistency,23345000.00
47.041,Engineering Grants,consistency,636870000.00
47.049,Mathematical and Physical Sciences,consistency,1167310000.00
47.050,Geosciences,consistency,752660000.00
47.070,Computer and Information Science and Engineering,consistency,534530000.00
47.074,Biological Sciences,consistency,612020000.00
47.075,"Social, Behavioral, and Economic Sciences",consistency,215130000.00
47.076,Education and Human Resources,consistency,725600000.00
47.078,Polar Programs,consistency,151200000.00
47.079,International Science and Engineering (OISE),consistency,41340000.00
47.080,Office of Cyberinfrastructure,consistency,185330000.00
47.081,Office of Experimental Program to Stimulate Competitive Research ,consistency,111100000.00
77.006,U. S. Nuclear Regulatory Commission Nuclear Education Grant Program,consistency,4722312.00
77.007,U.S. Nuclear Regulatory Commission Minority Serving Institutions Program (MSIP),consistency,476459.00
77.008,U.S. Nuclear Regulatory Commission Scholarship and Fellowship Program,consistency,14456164.00
77.009,U.S. Nuclear Regulatory Commission Office of Research Financial Assistance Program,consistency,1129129.00
57.001,Social Insurance for Railroad Workers,consistency,10139000000.00
59.046,Microloan Program,consistency,40067000.00
59.007,7(j) Technical Assistance,consistency,4670000.00
59.037,Small Business Development Centers,consistency,110468000.00
59.043,Women's Business Ownership Assistance,consistency,21848000.00
59.044,Veterans Business Development,consistency,4750000.00
59.050,PRIME Technical Assistance,consistency,3028000.00
59.051,New Markets Venture Capital Program,consistency,242000.00
59.052,Native American Outreach,consistency,1637000.00
59.055,HUBZone Program,consistency,7499000.00
59.070,Drug-Free Workplace Program,consistency,1086000.00
96.008,Social Security - Work Incentives Planning and Assistance Program ,consistency,23000000.00
96.009,Social Security State Grants for Work Incentives Assistance to Disabled Beneficiaries,consistency,7000000.00
96.001,Social Security_Disability Insurance,consistency,102854000000.00
96.002,Social Security_Retirement Insurance,consistency,428032000000.00
96.004,Social Security_Survivors Insurance,consistency,71704000000.00
96.006,Supplemental Security Income,consistency,41225000000.00
19.011,ACADEMIC EXCHANGE PROGRAMS - SPECIAL ACADEMIC EXCHANGE PROGRAMS,consistency,38395000.00
19.012,Professional and Cultural Exchange Programs - Special Professional and Cultural Programs,consistency,12715000.00
19.014,One-Time International Exchange Grant Program,consistency,10000000.00
19.017,Environmental and Scientific Partnerships and Programs,consistency,22000000.00
19.345,"International Programs to Support Democracy, Human Rights and Labor",consistency,63481600.00
19.400,Educational Exchange_Graduate Students,consistency,121140405.00
19.401,Educational Exchange_University Lecturers (Professors) and Research Scholars,consistency,52745100.00
19.402,International Visitors Program,consistency,52300000.00
19.415,Professional Exchanges_Annual Open Grant,consistency,69396000.00
19.517,Overseas Refugee Assistance Programs for Africa,consistency,318790207.00
19.408,Educational Exchange_Teachers from Secondary and Postsecondary Levels and School Administrators,consistency,12954143.00
19.421,Exchange_English Language Fellow Program,consistency,23944000.00
19.432,Overseas Educational Advising,consistency,8249000.00
19.511,Overseas Refugee Assistance Programs for East Asia,consistency,29000000.00
19.522,Overseas Refugee Assistance Programs for Strategic Global Priorities,consistency,65900000.00
91.001,Unsolicited Grant Program,consistency,3361805.00
91.002,Solicited Grant Program,consistency,2543755.00
85.102,Christopher Columbus Awards,consistency,215000.00
85.500,James Madison Memorial Fellowship Program,consistency,1125000.00
85.100,Christopher Columbus Fellowship Program,consistency,290000.00
85.401,Morris K. Udall Fellowship Program,consistency,48000.00
85.400,Morris K. Udall Scholarship Program,consistency,390042.00
85.402,Morris K. Udall Native American Congressional Internship Program,consistency,93780.00
