CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation
98.012,USAID Development Partnerships for University Cooperation and Development,consistency,25000000.00
91.001,Unsolicited Grant Program,consistency,2000000.00
91.002,Solicited Grant Program,consistency,2500000.00
85.300,Woodrow Wilson Center Fellowships in the Humanities and Social Sciences,consistency,1405000.00
85.500,James Madison Memorial Fellowship Program,consistency,1091000.00
85.601,Smithsonian Institution Fellowship Program,consistency,1000000.00
85.100,Christopher Columbus Fellowship Program,consistency,484909.00
85.401,Morris K. Udall Fellowship Program,consistency,48000.00
85.001,Harry S Truman Scholarship Program,consistency,2000000.00
85.200,Barry M. Goldwater Scholarship Program,consistency,300000000.00
85.400,Morris K. Udall Scholarship Program,consistency,400000.00
85.402,Morris K. Udall Native American Congressional Internship Program,consistency,170000.00
