CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation
16.582,Crime Victim Assistance/Discretionary Grants,consistency,29553541.00
16.583,Children's Justice Act Partnerships for Indian Communities,consistency,3007825.00
16.585,Drug Court Discretionary Grant Program,consistency,40740674.00
16.587,Violence Against Women Discretionary Grants for Indian Tribal Governments,consistency,33362280.00
16.589,"Rural Domestic Violence, Dating Violence, Sexual Assault, and Stalking Assistance Program",consistency,38350097.00
16.590,Grants to Encourage Arrest Policies and Enforcement of Protection Orders,consistency,30203737.00
16.595,Community Capacity Development Office,consistency,27091820.00
16.596,Correctional Grant Program for Indian Tribes,consistency,11066465.00
16.601,Corrections_Training and Staff Development,consistency,7200000.00
16.608,Tribal Court Assistance Program,consistency,8625706.00
16.609,Community Prosecution and Project Safe Neighborhoods,consistency,11654577.00
16.610,Regional Information Sharing Systems,consistency,44792370.00
16.611,Closed-Circuit Televising of Child Victims of Abuse,consistency,701468.00
16.616,Indian Country Alcohol and Drug Prevention,consistency,5392939.00
16.710,Public Safety Partnership and Community Policing Grants,consistency,1278399314.00
16.726,Juvenile Mentoring Program,consistency,76922851.00
16.727,Enforcing Underage Drinking Laws Program,consistency,24785398.00
16.730,Reduction and Prevention of Children's Exposure to Violence,consistency,202833.00
16.731,Tribal Youth Program,consistency,24557355.00
16.735,Protecting Inmates and Safeguarding Communities Discretionary Grant Program ,consistency,2371183.00
16.736,"Transitional Housing Assistance for Victims of Domestic Violence, Dating Violence, Stalking, or Sexual Assault ",consistency,15044965.00
16.737,Gang Resistance Education and Training,consistency,6877986.00
16.740,Statewide Automated Victim Information Notification (SAVIN) Program,consistency,11365519.00
16.744,Anti-Gang Initiative,consistency,0.00
16.745,Criminal and Juvenile Justice and Mental Health Collaboration Program,consistency,9366278.00
16.746,Capital Case Litigation,consistency,4863423.00
16.750,Support for Adam Walsh Act Implementation Grant Program,consistency,5911271.00
16.751,Edward Byrne Memorial Competitive Grant Program,consistency,28044693.00
16.752,Economic High-Tech and Cyber Crime Prevention,consistency,17503490.00
16.753,Congressionally Recommended Awards ,consistency,285923034.00
16.754,Harold Rogers Prescription Drug Monitoring Program,consistency,6623349.00
16.800,RECOVERY ACT - Internet Crimes against Children Task Force Program (ICAC),consistency,49078898.00
16.801,RECOVERY ACT - STATE VICTIM ASSISTANCE FORMULA GRANT PROGRAM,consistency,47500000.00
16.802,RECOVERY ACT - STATE VICTIM COMPENSATION FORMULA GRANT PROGRAM,completeness,47500000.00
16.805,Recovery Act Transitional Housing,completeness,42651316.00
16.806,Recovery Act - Violence Against Women Discretionary Grants For Indian Tribal Governments,completeness,20800190.00
16.807,RECOVERY ACT  VOCA CRIME VICTIM ASSISTANCE DISCRETIONARY GRANT PROGRAM,completeness,5000000.00
16.808,RECOVERY ACT - EDWARD BYRNE MEMORIAL COMPETITIVE GRANT PROGRAM,consistency,223527568.00
16.809,Recovery Act - State and Local Law Enforcement Assistance Program: Combating Criminal Narcotics Activity Stemming from the Southern Border of the United States Competitive Grant Program ,completeness,29639507.00
16.810,Recovery Act  Assistance to Rural Law Enforcement to Combat Crime and Drugs Competitive Grant Program,completeness,123296671.00
16.811,Recovery Act - CORRECTIONAL FACILITIES ON TRIBAL LANDS ,completeness,224486393.00
16.550,State Justice Statistics Program for Statistical Analysis Centers,consistency,2343013.00
16.554,National Criminal History Improvement Program (NCHIP),consistency,10913531.00
16.734,Special Data Collections and Statistical Studies,consistency,40980087.00
16.606,State Criminal Alien Assistance Program,consistency,393608390.00
16.607,Bulletproof Vest Partnership Program,consistency,44036466.00
16.571,Public Safety Officers' Benefits Program,consistency,103628213.00
16.615,Public Safety Officers' Educational Assistance,consistency,1015112.00
16.755,Southwest Border Prosecution Initiative Program,consistency,30289346.00
16.814,Northern Border Prosecution Initiative Program,consistency,5330097.00
17.207,Employment Service/Wagner-Peyser Funded Activities,consistency,1159000000.00
17.225,Unemployment Insurance,consistency,118484000000.00
17.235,Senior Community Service Employment Program,consistency,691000000.00
17.258,WIA Adult Program,consistency,1364000000.00
17.259,WIA Youth Activities,consistency,2031000000.00
17.260,WIA Dislocated  Workers,consistency,2490000000.00
17.264,National Farmworker Jobs Program,consistency,83000000.00
17.267,Incentive Grants - WIA Section 503,consistency,10000000.00
17.271,Work Opportunity Tax Credit Program (WOTC) ,consistency,19000000.00
17.273,Temporary Labor Certification for Foreign Workers,consistency,15000000.00
17.002,Labor Force Statistics,consistency,8826500.00
17.005,Compensation and Working Conditions,consistency,6574000.00
17.245,Trade Adjustment Assistance,consistency,516000000.00
17.261,"WIA Pilots, Demonstrations, and Research Projects",consistency,44000000.00
17.265,Native American Employment and Training,consistency,84000000.00
17.268,H-1B Job Training Grants,consistency,125000000.00
17.269,Community Based Job Training Grants,consistency,125000000.00
17.270,Reintegration of Ex-Offenders,consistency,74000000.00
17.274,YOUTHBUILD,consistency,111000000.00
17.275,PROGRAM OF COMPETITIVE GRANTS FOR WORKER TRAINING AND PLACEMENT IN HIGH GROWTH AND EMERGING INDUSTRY SECTORS,consistency,743000000.00
17.276,Health Coverage Tax Credit (HCTC)  ,consistency,15000000.00
17.311,Federal Transit Employee Protection Certifications: Office of Labor-Management Standards,consistency,391000.00
17.502,Occupational Safety and Health_Susan Harwood Training Grants,consistency,10000000.00
17.503,Occupational Safety and Health_State Program,consistency,91093000.00
17.600,Mine Health and Safety Grants,consistency,8441000.00
17.603,Brookwood-Sago Grant,consistency,500000.00
17.604,Safety and Health Grants,consistency,1808000.00
17.802,Veterans' Employment Program,consistency,7641000.00
17.805,Homeless Veterans Reintegration Project,consistency,25340431.00
17.266,Work Incentive Grants,consistency,17000000.00
17.504,Consultation Agreements,consistency,54531000.00
17.505,OSHA Data Initiative,consistency,1321000.00
17.302,Longshore and Harbor Workers' Compensation,consistency,150623000.00
17.307,Coal Mine Workers' Compensation,consistency,500317000.00
17.310,Energy Employees Occupational Illness Compensation,consistency,1101192000.00
15.252,Abandoned Mine Land Reclamation (AMLR) Program,consistency,298072314.00
15.426,Coastal Impact Assistance Program (CIAP),consistency,100000000.00
15.605,Sport Fish Restoration Program,consistency,404449843.00
15.611,Wildlife Restoration,consistency,366474545.00
15.626,Hunter Education and Safety Program,consistency,8000000.00
15.634,State Wildlife Grants,consistency,69492000.00
15.805,Assistance to State Water Resources Research Institutes,consistency,6108358.00
15.904,Historic Preservation Fund Grants-In-Aid,consistency,41658000.00
15.027,Assistance to Tribally Controlled Community Colleges and Universities,consistency,56713000.00
15.028,Tribally Controlled Community College Endowments,consistency,107000.00
15.043,Indian Child and Family Education,consistency,7000000.00
15.046,Administrative Cost Grants for Indian Schools,consistency,43373000.00
15.059,Indian Graduate Student Scholarships,consistency,2164000.00
15.114,Indian Education_Higher Education Grant Program,consistency,25960000.00
15.141,Indian Housing Assistance,consistency,13000000.00
15.224,Cultural Resource Management,consistency,9750000.00
15.225,Recreation Resource Management,consistency,2400000.00
15.228,National Fire Plan - Wildland Urban Interface Community Fire Assistance,consistency,1757000.00
15.229,Wild Horse and Burro Resource Management,consistency,5700000.00
15.230,Invasive and Noxious Plant Management,consistency,2900000.00
15.231,"Fish, Wildlife and Plant Conservation Resource Management",consistency,35690000.00
15.232,Wildland Fire Research and Studies Program,consistency,230000.00
15.234,Secure Rural Schools and Community Self-Determination,consistency,0.00
15.235,Southern Nevada Public Land Management,consistency,45000000.00
15.237,Rangeland Resource Management,consistency,325000.00
15.238,Challenge Cost Share,consistency,3900000.00
15.239,Management Initiatives,consistency,1600000.00
15.240,Helium Resource Management,consistency,6900000.00
15.242,National Fire Plan - Rural Fire Assistance,consistency,0.00
15.250,Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,consistency,65536000.00
15.425,Offshore Research Technology Center (OTRC) Texas Engineering Experiment Station (TEES),consistency,400000.00
15.427,Federal Oil and Gas Royalty Management,consistency,10120000.00
15.507,Water 2025,consistency,47000000.00
15.508,Providing Water to At-Risk Natural Desert Terminal Lakes,consistency,20000000.00
15.509,Colorado River Basin Salinity Control Program,consistency,19357000.00
15.510,Colorado Ute Indian Water Rights Settlement Act,consistency,49908621.00
15.511,Cultural Resources Management,consistency,223956.00
15.513,Dutch John Federal Property and Disposition  Assistance Act,consistency,393920.00
15.521,Lower Rio Grande Valley Water Resources Conservation and Improvement,consistency,50000.00
15.526,San Gabriel Basin Restoration Project,consistency,0.00
15.527,"San Luis Unit, Central Valley Project",consistency,800000.00
15.529,Upper Colorado and San Juan River Basins Endangered Fish Recovery Programs,consistency,1900000.00
15.530,Water Conservation Field Services Program (WCFSP),consistency,4594000.00
15.540,Lake Mead/Las Vegas Wash Program,consistency,900000.00
15.615,Cooperative Endangered Species Conservation Fund,consistency,75501000.00
15.616,Clean Vessel Act,consistency,13630000.00
15.619,Rhinoceros and Tiger Conservation Fund,consistency,1822000.00
15.620,African Elephant Conservation Fund,consistency,1386000.00
15.621,Asian Elephant Conservation Fund,consistency,1429000.00
15.622,Sportfishing and Boating Safety Act,consistency,13500000.00
15.623,North American Wetlands Conservation Fund,consistency,80300000.00
15.628,Multistate Conservation Grant Program,consistency,6000000.00
15.629,Great Apes Conservation Fund,consistency,1686000.00
15.635,Neotropical Migratory Bird Conservation ,consistency,4500000.00
15.639,Tribal Wildlife Grants Program,consistency,6000000.00
15.640,Wildlife Without Borders- Latin America and the Caribbean ,consistency,947000.00
15.641,Wildlife Without Borders-Mexico ,consistency,752000.00
15.643,Alaska Migratory Bird Co-Management Council,consistency,222600.00
15.645,Marine Turtle Conservation Fund,consistency,216000.00
15.647,Migratory  Bird Conservation,consistency,200000.00
15.649,Service Training and Technical Assistance (Generic Training),consistency,150000.00
15.650,Research Grants (Generic),consistency,50000.00
15.651,Wildlife Without Borders-Africa Program,consistency,307000.00
15.653,National Outreach and Communication Program,consistency,13000000.00
15.655,"Migratory Bird Monitoring, Assessment and Conservation",consistency,1908600.00
15.656,"Recovery Act Funds - Habitat Enhancement, Restoration and Improvement.",consistency,0.00
15.813,Cooperative Research Units Training Program,completeness,150000.00
15.814,National Geological and Geophysical Data Preservation Program,consistency,500000.00
15.815,National Land Remote Sensing_Education Outreach and Research,consistency,967400.00
15.875,"Economic, Social, and Political Development of the Territories",consistency,209621000.00
15.916,"Outdoor Recreation_Acquisition, Development and Planning",consistency,6314000.00
15.922,Native American Graves Protection and Repatriation Act,consistency,2350000.00
15.923,National Center for Preservation Technology and Training,consistency,250000.00
15.926,American Battlefield Protection,consistency,3000000.00
15.928,Civil War Battlefield Land Acquisition Grants,consistency,3000000.00
15.929,Save America's Treasures,consistency,15000000.00
15.930,Chesapeake Bay Gateways Network,consistency,600000.00
15.932,Preservation of Historic Structures on the Campuses of Historically Black Colleges and Universities (HBCUs).,consistency,15000000.00
15.933,Preservation of Japanese American Confinement Sites,consistency,1000000.00
15.936,Shenandoah Valley Battlefields National Historic District Battlefield Acquisition and Protection,consistency,493000.00
15.233,Forests and Woodlands Resource Management,consistency,760000.00
15.236,Environmental Quality and Protection Resource Management,consistency,7508000.00
15.253,Not-for-Profit AMD Reclamation,consistency,780000.00
15.255,Applied Science Program Cooperative Agreements Related to Coal Mining and Reclamation,consistency,1604250.00
15.421,Alaska Coastal Marine Institute,consistency,950000.00
15.422,Louisiana State University (LSU) Coastal Marine Institute  (CMI),consistency,1000000.00
15.423,Minerals Management Service (MMS) Environmental Studies Program (ESP),consistency,200000.00
15.424,Marine Minerals Activities,consistency,0.00
15.506,Water Desalination Research and Development Program,consistency,3975000.00
15.512,"Central Valley Project Improvement Act, Title XXXIV",consistency,32586536.00
15.516,Fort Peck Reservation Rural Water System ,consistency,49833406.00
15.517,Fish and Wildlife Coordination Act,consistency,31303047.00
15.518,Garrison Diversion Unit,consistency,105072271.00
15.520,Lewis and Clark Rural Water System ,consistency,83200000.00
15.522,Mni Wiconi Rural Water Supply Project,consistency,52770000.00
15.523,Perkins County Rural Water System,consistency,6702900.00
15.524,Recreation Resources Management,consistency,17000000.00
15.525,Rocky Boy's/North Central Montana Regional Water System ,consistency,7000000.00
15.528,St. Mary Storage Unit Facilities Rehabilitation Project,consistency,500000.00
15.531,Yakima River Basin Water Enhancement Project (YRBWEP),consistency,29903000.00
15.532,"Central Valley Project, Trinity River Division, Trinity River  Fish and Wildlife Management",consistency,1464000.00
15.533,California Water Security and Environmental Enhancement,consistency,1750000.00
15.534,"Miscellaneous Public Law 93-638 Contracts, Grants, and Cooperative Agreements",consistency,45000000.00
15.535,Upper Colorado River Basin Fish and Wildlife Mitigation Program.,consistency,294000.00
15.636,Alaska Subsistence Management,consistency,5200000.00
15.637,Migratory Bird Joint Ventures,consistency,4100000.00
15.807,Earthquake Hazards Reduction Program,consistency,6937000.00
15.808,U.S. Geological Survey_ Research and Data Collection,consistency,41000000.00
15.810,National Cooperative Geologic Mapping Program,consistency,1343935.00
15.811,Gap Analysis Program  ,consistency,1826000.00
15.812,Cooperative Research Units Program ,consistency,14971777.00
15.816,Minerals Resources External Research Program,consistency,283634.00
15.931,Conservation Activities by Youth Service Organizations,consistency,11000000.00
15.978,Upper Mississippi River System Long Term Resource Monitoring Program,consistency,2262334.00
15.022,Tribal Self-Governance,consistency,391000000.00
15.038,Minerals and Mining on Indian Lands,consistency,1000000.00
15.630,Coastal Program,consistency,12300000.00
15.934,Abandoned Mine Hazard Mitigation,consistency,4000000.00
15.020,Aid To Tribal Governments,consistency,33887000.00
15.026,Indian Adult Education,consistency,2434000.00
15.033,Road Maintenance_Indian Roads,consistency,7014870.00
15.035,Forestry on Indian Lands,consistency,14000000.00
15.036,Indian Rights Protection,consistency,400000.00
15.037,Water Resources on Indian Lands,consistency,4950000.00
15.040,Real Estate Programs_Indian Lands,consistency,4409550.00
15.041,Environmental Management_Indian Programs,consistency,4000000.00
15.042,Indian School Equalization Program,consistency,225600000.00
15.044,Indian Schools_Student Transportation,consistency,31348000.00
15.045,Assistance for Indian Children with Severe Disabilities,consistency,3715.00
15.047,"Indian Education Facilities, Operations, and Maintenance",consistency,59800000.00
15.048,Bureau of Indian Affairs Facilities_Operations and Maintenance,consistency,144670.00
15.051,Endangered Species on Indian Lands,consistency,1217000.00
15.052,Litigation Support for Indian Rights,consistency,1386000.00
15.053,Attorney Fees_Indian Rights,consistency,1764000.00
15.062,Replacement and Repair of Indian Schools,consistency,130766553.00
15.065,Safety of Dams on Indian Lands,consistency,11800000.00
15.108,Indian Employment Assistance,consistency,6923860.00
15.130,Indian Education_Assistance to Schools,consistency,13781000.00
15.254,Summer Watershed Intern,consistency,40000.00
15.631,Partners for Fish and Wildlife,consistency,42000000.00
15.659,National Wildlife Refuge Fund,consistency,23000000.00
21.006,Tax Counseling for the Elderly,consistency,5100000.00
21.008,Low-Income Taxpayer Clinics,consistency,9500000.00
21.009,Volunteer Income Tax Assistance (VITA) Matching Grant Program,consistency,8000000.00
21.012,Native Initiatives,consistency,14000000.00
21.020,Community Development Financial Institutions Program,consistency,145000000.00
21.021,Bank Enterprise Award Program,consistency,22000000.00
20.205,Highway Planning and Construction,consistency,37849000000.00
20.219,Recreational Trails Program,consistency,81113236.00
20.505,Federal Transit_Metropolitan Planning Grants,consistency,56764000.00
20.507,Federal Transit_Formula Grants,consistency,3690176.00
20.513,Capital Assistance Program for Elderly Persons and Persons with Disabilities,consistency,195498000.00
20.515,State Planning and Research,consistency,11637000.00
20.521,New Freedom Program,consistency,169868000.00
20.600,State and Community Highway Safety,consistency,234870000.00
20.700,Pipeline Safety Program Base Grants,consistency,30500000.00
20.231,Performance and Registration Information Systems Management,consistency,5000000.00
20.232,Commercial Driver License State Programs,consistency,25000000.00
20.233,Border Enforcement Grants,consistency,32000000.00
20.234,Safety Data Improvement Program,consistency,3000000.00
20.237,Commercial Vehicle Information Systems and Networks,consistency,25000000.00
20.238,Commercial Drivers License Information System ,consistency,8000000.00
20.240,Fuel Tax Evasion-Intergovernmental Enforcement Effort,consistency,1000000.00
20.313,Railroad Research and Development,consistency,6889000.00
20.314,Railroad Development,consistency,10604849.00
20.317,Capital Assistance to States - Intercity Passenger Rail Service,consistency,9540500.00
20.320,Rail Line Relocation and Improvement ,consistency,27458000.00
20.514,Public Transportation Research,consistency,15000000.00
20.516,Job Access_Reverse Commute,consistency,136113000.00
20.518,Capital and Training Assistance Program for Over-the-Road Bus Accessibility,consistency,15003000.00
20.519,Clean Fuels,consistency,104056000.00
20.520,Paul S. Sarbanes Transit in the Parks,consistency,11748000.00
20.522,Alternatives Analysis ,consistency,11271000.00
20.601,Alcohol Traffic Safety and Drunk Driving Prevention Incentive Grants,timeliness,138500000.00
20.602,Occupant Protection,timeliness,25000000.00
20.607,Alcohol Open Container Requirements,consistency,103121656.00
20.608,Minimum Penalties for Repeat Offenders for Driving While Intoxicated,consistency,137572128.00
20.609,Safety Belt Performance Grants,consistency,69807597.00
20.610,State Traffic Safety Information System Improvement Grants,consistency,34500000.00
20.611,Incentive Grant Program to Prohibit Racial Profiling,consistency,2674178.00
20.612,Incentive Grant Program to Increase Motorcyclist Safety,timeliness,7000000.00
20.613,Child Safety and Child Booster Seats Incentive Grants,consistency,7000000.00
20.614,National Highway Transportation Safety Administration (NHTSA) Discretionary Safety Grants,consistency,40000000.00
20.701,University Transportation Centers Program,consistency,80850400.00
20.703,Interagency Hazardous Materials Public Sector Training and Planning Grants,consistency,26112620.00
20.710,Technical Assistance Grants,consistency,1000000.00
20.720,State Damage Prevention Program Grants,consistency,1047000.00
20.721,PHMSA Pipeline Safety Program One Call Grant,consistency,1043000.00
20.722,Technology Development Grant,consistency,500000.00
20.761,Biobased Transportation Research,consistency,11466000.00
20.762,Research Grants,consistency,500000.00
20.764,Hydrogen Storage Research and Development,consistency,500000.00
20.930,Payments for Small Community Air Service Development,consistency,10000000.00
20.931,"Transportation Planning, Research and Education",consistency,5300000.00
20.215,Highway Training and Education,consistency,13451420.00
20.815,Fireboat Construction,consistency,993500.00
20.910,Assistance to small and disadvantaged businesses,consistency,1352547000.00
20.806,State Maritime Schools,consistency,18000000.00
20.813,Maritime Security Fleet Program,consistency,174000000.00
64.014,Veterans State Domiciliary Care,consistency,51190000.00
64.015,Veterans State Nursing Home Care,consistency,524739000.00
64.016,Veterans State Hospital Care,consistency,3414000.00
64.005,Grants to States for Construction of State Home Facilities,consistency,257299000.00
64.024,VA Homeless Providers Grant and Per Diem Program,consistency,122000000.00
64.026,Veterans State Adult Day Health Care,consistency,399000.00
64.203,State Cemetery Grants,consistency,43500000.00
64.027,Post-9/11 Veterans Educational Assistance,consistency,162053000.00
64.028,Post-9/11 Veterans Educational Assistance,consistency,162053000.00
64.100,Automobiles and Adaptive Equipment for Certain Disabled Veterans and Members of the Armed Forces,consistency,61600000.00
64.106,Specially Adapted Housing for Disabled Veterans,consistency,35910000.00
64.117,Survivors and Dependents Educational Assistance,consistency,478067000.00
64.120,Post-Vietnam Era Veterans' Educational Assistance,consistency,2172000.00
64.101,Burial Expenses Allowance for Veterans,consistency,197593000.00
64.202,Procurement of Headstones and Markers and/or Presidential Memorial Certificates,consistency,58093000.00
64.104,Pension for Non-Service-Connected Disability for Veterans,consistency,2879950000.00
64.105,"Pension to Veterans Surviving Spouses, and Children",consistency,952792000.00
64.109,Veterans Compensation for Service-Connected Disability,consistency,34689066000.00
64.110,Veterans Dependency and Indemnity Compensation for Service-Connected Death,consistency,4974508000.00
64.116,Vocational Rehabilitation for Disabled Veterans,consistency,619683000.00
64.124,All-Volunteer Force Educational Assistance,consistency,2209673000.00
64.127,Monthly Allowance for Children of Vietnam Veterans Born with Spina Bifida,consistency,19207000.00
66.040,State Clean Diesel Grant Program,consistency,106230000.00
66.419,"Water Pollution Control State, Interstate, and Tribal Program Support",consistency,218495000.00
66.432,State Public Water System Supervision,consistency,99100000.00
66.433,State Underground Water Source Protection,consistency,9163300.00
66.454,Water Quality Management Planning,consistency,96621118.00
66.458,Capitalization Grants for Clean Water State Revolving Funds,consistency,9328160000.00
66.460,Nonpoint Source Implementation Grants,consistency,200857200.00
66.468,Capitalization Grants for Drinking Water State Revolving Funds,consistency,5618058000.00
66.472,Beach Monitoring and Notification Program Implementation Grants,consistency,9905200.00
66.474,Water Protection Grants to the States,consistency,5914700.00
66.605,Performance Partnership Grants,consistency,381000000.00
66.804,State and Tribal Underground Storage Tanks Program,consistency,37330000.00
66.805,Leaking Underground Storage Tank Trust Fund Program,consistency,252861000.00
66.817,State and Tribal Response Program Grants,consistency,49500000.00
66.001,Air Pollution Control Program Support,consistency,176593000.00
66.032,State Indoor Radon Grants,consistency,8074000.00
66.033,Ozone Transport Commission,consistency,635000.00
66.034,"Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act",consistency,9161000.00
66.035,Community Action for a Renewed Environment (CARE) Program,consistency,2049297.00
66.036,Clean School Bus USA,consistency,0.00
66.037,"Internships, Training and Workshops for the Office of Air and Radiation",consistency,100298.00
66.038,"Training, Investigations, and Special Purpose Activities of Federally-Recognized Indian Tribes Consistent With the Clean Air Act (CAA), Tribal Sovereignty and the Protection and Management of Air Quality",consistency,13300000.00
66.039,National Clean Diesel Funding Assistance Program,consistency,247800000.00
66.041,Climate Showcase Communities Grant Program,consistency,10000000.00
66.110,Healthy Communities Grant Program,consistency,380800.00
66.113,Region 3 Environmental Priority Projects ,completeness,6500.00
66.305,Compliance Assistance Support for Services to the Regulated Community and Other Assistance Providers ,consistency,0.00
66.310,Capacity Building Grants and Cooperative Agreements for Compliance Assurance and Enforcement Activities in Indian Country and Other Tribal Areas,consistency,300000.00
66.418,Construction Grants for Wastewater Treatment Works,consistency,68712600.00
66.424,"Surveys, Studies, Investigations, Demonstrations, and Training Grants - Section 1442 of the Safe Drinking Water Act",consistency,3622582.00
66.436,"Surveys, Studies, Investigations, Demonstrations, and Training Grants and Cooperative Agreements - Section 104(b)(3) of the Clean Water Act",consistency,4342878.00
66.437,Long Island Sound Program ,consistency,3370258.00
66.463,Water Quality Cooperative Agreements,timeliness,14000.00
66.466,Chesapeake Bay Program,consistency,45410404.00
66.467,Wastewater Operator Training Grant Program (Technical Assistance),consistency,23300.00
66.469,Great Lakes Program,consistency,86600000.00
66.473,Direct Implementation Tribal Cooperative Agreements,consistency,1160542.00
66.479,Wetland Program Grants -  State/Tribal Environmental Outcome Wetland Demonstration Program,consistency,0.00
66.480,Assessment and Watershed Protection Program Grants ,consistency,750000.00
66.481,Lake Champlain Basin Program,consistency,3147500.00
66.509,Science To Achieve Results (STAR) Research Program,consistency,50600000.00
66.510,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of Research and Development",consistency,3200000.00
66.511,Office of Research and Development Consolidated Research/Training/Fellowships,consistency,17100000.00
66.512,Regional Environmental Monitoring and Assessment Program (REMAP) Research Projects,consistency,390141.00
66.513,Greater Research Opportunities (GRO) Fellowships For Undergraduate/Graduate Environmental Study,consistency,1900000.00
66.514,Science To Achieve Results (STAR) Fellowship Program ,consistency,4900000.00
66.516,P3 Award: National Student Design Competition for Sustainability,consistency,1100000.00
66.517,Regional Applied Research Efforts (RARE) ,consistency,459582.00
66.604,Environmental Justice Small Grant Program ,consistency,800000.00
66.608,Environmental Information Exchange Network Grant Program and Related Assistance,consistency,11360000.00
66.610,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of the Administrator",consistency,302150.00
66.611,Environmental Policy and Innovation Grants,consistency,816000.00
66.707,TSCA Title IV State Lead Grants Certification of Lead-Based Paint Professionals,consistency,13564000.00
66.708,Pollution Prevention Grants Program,consistency,4940000.00
66.714,Pesticide Environmental Stewardship Regional Grants ,consistency,421260.00
66.716,"Research, Development, Monitoring, Public Education, Training, Demonstrations, and Studies",consistency,9259200.00
66.717,Source Reduction Assistance,consistency,1058785.00
66.718,National Community-Based Lead Outreach and Training Grant Program ,consistency,0.00
66.806,Superfund Technical Assistance Grants (TAG) for Community Groups at National Priority List (NPL) Sites,consistency,912476.00
66.813,"Alternative or Innovative Treatment Technology Research, Demonstration, Training, and Hazardous Substance Research Grants",consistency,500000.00
66.816,Headquarters and Regional Underground Storage Tanks Program,consistency,1120342.00
66.926,Indian Environmental General Assistance Program (GAP),consistency,57925000.00
66.931,International Financial Assistance Projects Sponsored by the Office of International Affairs,consistency,2300000.00
66.940,Environmental Policy and State Innovation Grants,consistency,565000.00
66.951,Environmental Education Grants,consistency,3180914.00
66.952,National Network for Environmental Management Studies Fellowship Program,consistency,316085.00
66.119,West Coast Estuaries Initiative,consistency,2800000.00
66.202,Congressionally Mandated Projects,consistency,198400000.00
66.203,Environmental Finance Center Grants,consistency,2000000.00
66.309,"Surveys, Studies, Investigations and Special Purpose Activities Relating to Environmental Justice",timeliness,15000.00
66.312,State Environmental Justice Cooperative Agreement Program,completeness,800000.00
66.439,Targeted Watersheds Grants,consistency,7400000.00
66.456,National Estuary Program,consistency,17524300.00
66.461,Regional Wetland Program Development Grants,consistency,14845000.00
66.462,National Wetland Program Development Grants and Five-Star Restoration Training Grant,consistency,3600000.00
66.475,Gulf of Mexico Program,consistency,1759000.00
66.478,Water Security Training and Technical Assistance and Water Security Initiative Contamination Warning System Pilots,consistency,23000000.00
66.508,Senior Environmental Employment Program,consistency,56423981.00
66.518,State Senior Environmental Employment Program,consistency,570000.00
66.600,Environmental Protection Consolidated Grants for the Insular Areas - Program Support,consistency,7670000.00
66.609,Protection of Children and Older Adults (Elderly) from Environmental Health Risks,consistency,100000.00
66.612,"Surveys, Studies, Investigations, Training Demonstrations and Educational Outreach Related to Environmental Information and the Release of Toxic Chemicals  ",consistency,200000.00
66.700,Consolidated Pesticide Enforcement Cooperative Agreements,consistency,18711000.00
66.701,Toxic Substances Compliance Monitoring Cooperative Agreements,consistency,5099000.00
66.709,Multi-Media Capacity Building Grants for States and Tribes,consistency,2717600.00
66.802,"Superfund State, Political Subdivision, and Indian Tribe Site_Specific Cooperative Agreements",consistency,146000000.00
66.808,Solid Waste Management Assistance Grants,consistency,1840000.00
66.809,Superfund State and Indian Tribe Core Program Cooperative Agreements,consistency,8000000.00
66.810,Chemical Emergency Preparedness and Prevention (CEPP) Technical Assistance Grants Program,timeliness,75000.00
66.812,Hazardous Waste Management Grant Program for Tribes,consistency,304000.00
66.814,"Brownfields Training, Research, and Technical Assistance Grants and Cooperative Agreements ",consistency,5231555.00
66.815,Brownfield Job Training Cooperative Agreements,consistency,9400000.00
66.818,Brownfields Assessment and Cleanup Cooperative Agreements,consistency,111897628.00
66.950,Environmental Education and Training Program,completeness,2244750.00
95.001,High Intensity Drug Trafficking Areas Program,consistency,234000000.00
34.002,Labor Management Cooperation,consistency,665192.00
45.129,Promotion of the Humanities_Federal/State Partnership,consistency,70000000.00
45.310,Grants to States,consistency,171500000.00
45.025,Promotion of the Arts_Partnership Agreements,consistency,70950000.00
45.024,Promotion of the Arts_Grants to Organizations and Individuals,consistency,107125000.00
45.130,Promotion of the Humanities_Challenge Grants,consistency,9300000.00
45.149,Promotion of the Humanities_Division of Preservation and Access,consistency,13861000.00
45.160,Promotion of the Humanities_Fellowships and Stipends,consistency,4653000.00
45.161,Promotion of the Humanities_Research,consistency,9847000.00
45.162,Promotion of the Humanities_Teaching and Learning Resources and Curriculum Development,consistency,1500000.00
45.163,Promotion of the Humanities_Professional Development,consistency,12500000.00
45.164,Promotion of the Humanities_Public Programs,consistency,14500000.00
45.168,Promotion of the Humanities_We the People,consistency,2000000.00
45.169,Promotion of the Humanities_Office of Digital Humanities,consistency,4000000.00
45.301,Museums for America,consistency,22165000.00
45.303,Conservation Project Support,consistency,3801000.00
45.307,21st Century Museum Professionals,consistency,2141000.00
45.308,Native American/Native Hawaiian Museum Services Program ,consistency,945000.00
45.309,Museum Grants for African American History and Culture,consistency,1350000.00
45.311,Native American and Native Hawaiian Library Services,consistency,3717000.00
